entry_id,posting_date,entity,department,account_category,description,vendor_counterparty,amount_usd,payment_terms_days,reconciliation_status
GL-10178,2026-03-15,Sub-Sahara Telco PLC,Customer Support,Gross Revenue,Enterprise Multi-Year License,Mid-Market B2B SaaS Client,54946.46,30,RECONCILED
GL-10179,2026-02-13,Sub-Sahara Telco PLC,Engineering & R&D,General & Admin,Software Subscriptions (Slack/GitHub),Slack Technologies,2051.47,60,RECONCILED
GL-10180,2026-07-19,EMEA Logistics Ltd,Engineering & R&D,Payroll & Benefits,Executive Compensation,Remote.com Global,29188.28,45,RECONCILED
GL-10181,2026-06-26,Enterprise Cloud BV,Engineering & R&D,Sales & Marketing,Global SaaS Summit Booth,HubSpot Marketing,7668.19,45,RECONCILED
GL-10182,2026-11-26,Enterprise Cloud BV,Customer Support,General & Admin,Audit & Corporate Legal Retainers,PwC Audit Advisory,10114.98,30,RECONCILED
GL-10183,2026-08-23,Group HQ (US),General & Admin,Gross Revenue,SaaS Platform Subscriptions,Fortune 500 Enterprise Client,9600.91,45,RECONCILED
GL-10184,2026-10-06,EMEA Logistics Ltd,General & Admin,Gross Revenue,Professional Advisory Retainer,Mid-Market B2B SaaS Client,12152.77,30,RECONCILED
GL-10185,2026-06-19,Sub-Sahara Telco PLC,Engineering & R&D,Sales & Marketing,LinkedIn B2B Lead Generation,Meta Business,5882.84,45,RECONCILED
GL-10186,2026-04-06,EMEA Logistics Ltd,Customer Support,Direct COGS,Third-Party LLM API Credits,OpenAI Inc,4906.31,60,RECONCILED
GL-10187,2026-08-09,Enterprise Cloud BV,Data Infrastructure,Gross Revenue,SaaS Platform Subscriptions,Fortune 500 Enterprise Client,9878.2,45,RECONCILED
GL-10188,2026-11-05,EMEA Logistics Ltd,Sales & Marketing,Payroll & Benefits,Executive Compensation,Mercer Benefits,12974.17,45,RECONCILED
GL-10189,2026-08-11,Sub-Sahara Telco PLC,Engineering & R&D,Gross Revenue,Professional Advisory Retainer,Fintech Payment Partner,14082.78,60,RECONCILED
GL-10190,2026-01-16,Enterprise Cloud BV,Data Infrastructure,Payroll & Benefits,Executive Compensation,ADP TotalSource,14903.29,30,RECONCILED
GL-10191,2026-07-07,Sub-Sahara Telco PLC,Customer Support,General & Admin,Office Facilities & Coworking,Slack Technologies,3113.75,45,PENDING_AUDIT
GL-10192,2026-07-10,EMEA Logistics Ltd,Engineering & R&D,Payroll & Benefits,Contract Data Engineers,Remote.com Global,6485.26,60,RECONCILED
GL-10193,2026-02-28,Group HQ (US),Sales & Marketing,Direct COGS,Stripe Payment Processing,Amazon Web Services,2815.68,45,RECONCILED
GL-10194,2026-04-20,Sub-Sahara Telco PLC,Customer Support,Gross Revenue,SaaS Platform Subscriptions,Fortune 500 Enterprise Client,12670.96,60,RECONCILED
GL-10195,2026-02-14,Sub-Sahara Telco PLC,General & Admin,Payroll & Benefits,Contract Data Engineers,Remote.com Global,10184.99,30,RECONCILED
GL-10196,2026-12-25,Enterprise Cloud BV,General & Admin,Direct COGS,AWS Cloud Compute & S3,Stripe Inc,12130.51,30,RECONCILED
GL-10197,2026-01-14,Sub-Sahara Telco PLC,Data Infrastructure,Payroll & Benefits,Executive Compensation,Gusto Payroll,26074.81,30,RECONCILED
GL-10198,2026-07-23,EMEA Logistics Ltd,Data Infrastructure,Direct COGS,Stripe Payment Processing,Amazon Web Services,1765.02,45,RECONCILED
GL-10199,2026-08-19,EMEA Logistics Ltd,Data Infrastructure,Direct COGS,Third-Party LLM API Credits,Stripe Inc,4722.8,30,RECONCILED
GL-10200,2026-01-29,Group HQ (US),Data Infrastructure,Gross Revenue,SaaS Platform Subscriptions,Mid-Market B2B SaaS Client,9759.87,60,RECONCILED
GL-10201,2026-09-23,Sub-Sahara Telco PLC,Engineering & R&D,Gross Revenue,Professional Advisory Retainer,National Telecom Operator,8129.26,45,RECONCILED
GL-10202,2026-02-17,Enterprise Cloud BV,Data Infrastructure,General & Admin,Office Facilities & Coworking,PwC Audit Advisory,5134.93,60,PENDING_AUDIT
GL-10203,2026-06-22,Group HQ (US),Engineering & R&D,Gross Revenue,Professional Advisory Retainer,National Telecom Operator,21278.25,60,RECONCILED
GL-10204,2026-11-24,Group HQ (US),Customer Support,Sales & Marketing,Global SaaS Summit Booth,HubSpot Marketing,17838.15,45,RECONCILED
GL-10205,2026-12-17,EMEA Logistics Ltd,General & Admin,Direct COGS,Third-Party LLM API Credits,Amazon Web Services,1369.44,45,RECONCILED
GL-10206,2026-04-15,Sub-Sahara Telco PLC,Data Infrastructure,Gross Revenue,Professional Advisory Retainer,National Telecom Operator,23354.99,45,PENDING_AUDIT
GL-10207,2026-03-08,Sub-Sahara Telco PLC,Data Infrastructure,Payroll & Benefits,Executive Compensation,Gusto Payroll,22728.87,45,RECONCILED
GL-10208,2026-03-14,Group HQ (US),Engineering & R&D,Gross Revenue,Enterprise Multi-Year License,Fintech Payment Partner,32378.92,30,RECONCILED
GL-10209,2026-10-23,Sub-Sahara Telco PLC,Sales & Marketing,Sales & Marketing,LinkedIn B2B Lead Generation,Meta Business,4342.19,45,RECONCILED
GL-10210,2026-02-16,EMEA Logistics Ltd,Data Infrastructure,Direct COGS,AWS Cloud Compute & S3,Stripe Inc,9250.15,30,RECONCILED
GL-10211,2026-09-11,EMEA Logistics Ltd,General & Admin,Direct COGS,AWS Cloud Compute & S3,Cloudflare CDN,3048.3,45,RECONCILED
GL-10212,2026-07-26,Sub-Sahara Telco PLC,Engineering & R&D,Direct COGS,Third-Party LLM API Credits,Stripe Inc,2493.88,45,RECONCILED
GL-10213,2026-09-16,EMEA Logistics Ltd,Data Infrastructure,Gross Revenue,Professional Advisory Retainer,Fortune 500 Enterprise Client,8216.58,30,RECONCILED
GL-10214,2026-06-23,Sub-Sahara Telco PLC,Sales & Marketing,Gross Revenue,Professional Advisory Retainer,Fintech Payment Partner,17501.95,30,RECONCILED
GL-10215,2026-06-20,EMEA Logistics Ltd,Data Infrastructure,Direct COGS,Third-Party LLM API Credits,Stripe Inc,2303.81,60,RECONCILED
GL-10216,2026-07-21,Sub-Sahara Telco PLC,Data Infrastructure,Direct COGS,Third-Party LLM API Credits,Cloudflare CDN,4398.07,45,RECONCILED
GL-10217,2026-01-09,Sub-Sahara Telco PLC,General & Admin,Payroll & Benefits,Executive Compensation,Remote.com Global,30325.36,60,RECONCILED
GL-10218,2026-11-19,Group HQ (US),Data Infrastructure,Direct COGS,Third-Party LLM API Credits,Stripe Inc,4467.7,60,RECONCILED
GL-10219,2026-09-26,EMEA Logistics Ltd,Sales & Marketing,Sales & Marketing,Google Search & Ads Campaign,Google Ads,6080.56,60,RECONCILED
GL-10220,2026-01-10,EMEA Logistics Ltd,General & Admin,Direct COGS,Stripe Payment Processing,Stripe Inc,3959.91,60,PENDING_AUDIT
GL-10221,2026-02-01,Enterprise Cloud BV,Data Infrastructure,Gross Revenue,Enterprise Multi-Year License,Fintech Payment Partner,51783.4,45,PENDING_AUDIT
GL-10222,2026-08-24,Sub-Sahara Telco PLC,Data Infrastructure,Direct COGS,Third-Party LLM API Credits,OpenAI Inc,3855.42,30,PENDING_AUDIT
GL-10223,2026-05-23,Sub-Sahara Telco PLC,Sales & Marketing,General & Admin,Audit & Corporate Legal Retainers,Baker McKenzie LLP,9049.01,60,RECONCILED
GL-10224,2026-06-12,EMEA Logistics Ltd,General & Admin,Payroll & Benefits,Contract Data Engineers,Remote.com Global,5658.42,60,RECONCILED
GL-10225,2026-07-14,EMEA Logistics Ltd,General & Admin,General & Admin,Office Facilities & Coworking,Baker McKenzie LLP,2668.27,60,RECONCILED
GL-10226,2026-08-15,Sub-Sahara Telco PLC,Customer Support,Gross Revenue,Professional Advisory Retainer,National Telecom Operator,28325.6,60,RECONCILED
GL-10227,2026-02-25,Enterprise Cloud BV,Sales & Marketing,Gross Revenue,Professional Advisory Retainer,Mid-Market B2B SaaS Client,20948.61,30,RECONCILED
GL-10228,2026-06-19,EMEA Logistics Ltd,Engineering & R&D,Payroll & Benefits,Engineering Salaries,ADP TotalSource,17591.97,30,RECONCILED
GL-10229,2026-09-01,EMEA Logistics Ltd,Sales & Marketing,Sales & Marketing,LinkedIn B2B Lead Generation,HubSpot Marketing,2998.12,30,PENDING_AUDIT
GL-10230,2026-02-15,Enterprise Cloud BV,Data Infrastructure,Payroll & Benefits,Engineering Salaries,Gusto Payroll,11305.68,30,PENDING_AUDIT
GL-10231,2026-01-19,EMEA Logistics Ltd,Customer Support,Gross Revenue,Professional Advisory Retainer,National Telecom Operator,26918.58,30,RECONCILED
GL-10232,2026-11-05,Group HQ (US),General & Admin,Gross Revenue,Professional Advisory Retainer,Fintech Payment Partner,27231.5,30,RECONCILED
GL-10233,2026-08-28,Sub-Sahara Telco PLC,Sales & Marketing,Sales & Marketing,LinkedIn B2B Lead Generation,LinkedIn B2B Marketing,5806.05,60,RECONCILED
GL-10234,2026-04-06,Group HQ (US),General & Admin,Sales & Marketing,Global SaaS Summit Booth,LinkedIn B2B Marketing,8509.9,60,PENDING_AUDIT
GL-10235,2026-08-07,Sub-Sahara Telco PLC,Engineering & R&D,Direct COGS,AWS Cloud Compute & S3,Stripe Inc,14747.26,45,RECONCILED
GL-10236,2026-05-08,Group HQ (US),General & Admin,Direct COGS,Stripe Payment Processing,OpenAI Inc,8146.07,45,RECONCILED
GL-10237,2026-10-21,Group HQ (US),General & Admin,Payroll & Benefits,Contract Data Engineers,Gusto Payroll,3965.93,30,RECONCILED
GL-10238,2026-03-23,EMEA Logistics Ltd,Data Infrastructure,General & Admin,Software Subscriptions (Slack/GitHub),Baker McKenzie LLP,1849.61,60,PENDING_AUDIT
GL-10239,2026-06-01,Sub-Sahara Telco PLC,Data Infrastructure,Gross Revenue,SaaS Platform Subscriptions,Fintech Payment Partner,5946.68,60,FLAGGED_VARIANCE
GL-10240,2026-07-11,EMEA Logistics Ltd,Data Infrastructure,General & Admin,Software Subscriptions (Slack/GitHub),PwC Audit Advisory,1999.91,60,RECONCILED
GL-10241,2026-02-11,EMEA Logistics Ltd,Data Infrastructure,Payroll & Benefits,Engineering Salaries,ADP TotalSource,7210.22,60,PENDING_AUDIT
GL-10242,2026-04-14,Enterprise Cloud BV,Sales & Marketing,Direct COGS,Third-Party LLM API Credits,Cloudflare CDN,1139.32,30,RECONCILED
GL-10243,2026-09-08,Group HQ (US),Data Infrastructure,Direct COGS,AWS Cloud Compute & S3,Cloudflare CDN,3020.83,45,RECONCILED
GL-10244,2026-01-30,EMEA Logistics Ltd,General & Admin,Payroll & Benefits,Executive Compensation,Remote.com Global,30778.42,60,RECONCILED
GL-10245,2026-02-07,Group HQ (US),Customer Support,Direct COGS,AWS Cloud Compute & S3,Amazon Web Services,14097.24,30,FLAGGED_VARIANCE
GL-10246,2026-08-30,Group HQ (US),General & Admin,Direct COGS,AWS Cloud Compute & S3,Cloudflare CDN,6367.56,45,RECONCILED
GL-10247,2026-07-13,EMEA Logistics Ltd,Engineering & R&D,Payroll & Benefits,Contract Data Engineers,Gusto Payroll,8401.51,45,RECONCILED
GL-10248,2026-10-03,EMEA Logistics Ltd,Data Infrastructure,Gross Revenue,SaaS Platform Subscriptions,Fortune 500 Enterprise Client,19514.04,45,RECONCILED
GL-10249,2026-10-06,EMEA Logistics Ltd,Data Infrastructure,Direct COGS,AWS Cloud Compute & S3,Stripe Inc,7556.63,30,RECONCILED
GL-10250,2026-02-27,Group HQ (US),Customer Support,Payroll & Benefits,Engineering Salaries,Gusto Payroll,8869.94,30,RECONCILED
GL-10251,2026-08-17,Group HQ (US),Sales & Marketing,Payroll & Benefits,Executive Compensation,Mercer Benefits,17389.8,30,RECONCILED
GL-10252,2026-01-29,Enterprise Cloud BV,Data Infrastructure,General & Admin,Office Facilities & Coworking,Slack Technologies,3775.61,60,RECONCILED
GL-10253,2026-06-14,Enterprise Cloud BV,General & Admin,Sales & Marketing,Global SaaS Summit Booth,LinkedIn B2B Marketing,13271.2,45,RECONCILED
GL-10254,2026-10-30,Enterprise Cloud BV,Customer Support,Payroll & Benefits,Engineering Salaries,Remote.com Global,17328.24,60,RECONCILED
GL-10255,2026-09-26,Sub-Sahara Telco PLC,Customer Support,Direct COGS,Stripe Payment Processing,Cloudflare CDN,2215.87,60,RECONCILED
GL-10256,2026-04-26,Sub-Sahara Telco PLC,Sales & Marketing,Sales & Marketing,Google Search & Ads Campaign,Meta Business,9242.29,60,RECONCILED
GL-10257,2026-07-18,Enterprise Cloud BV,General & Admin,Gross Revenue,Professional Advisory Retainer,Fortune 500 Enterprise Client,28055.65,45,RECONCILED
GL-10258,2026-04-08,Group HQ (US),General & Admin,Direct COGS,Third-Party LLM API Credits,Amazon Web Services,5304.91,30,RECONCILED
GL-10259,2026-10-28,Enterprise Cloud BV,Customer Support,Gross Revenue,Enterprise Multi-Year License,National Telecom Operator,81991.38,30,RECONCILED
GL-10260,2026-04-08,Group HQ (US),Customer Support,General & Admin,Software Subscriptions (Slack/GitHub),Slack Technologies,1877.91,45,PENDING_AUDIT
GL-10261,2026-10-10,Sub-Sahara Telco PLC,General & Admin,Direct COGS,Third-Party LLM API Credits,OpenAI Inc,2196.32,45,RECONCILED
GL-10262,2026-09-12,EMEA Logistics Ltd,Engineering & R&D,Sales & Marketing,Global SaaS Summit Booth,Meta Business,20232.58,45,PENDING_AUDIT
GL-10263,2026-07-09,Sub-Sahara Telco PLC,Customer Support,Gross Revenue,SaaS Platform Subscriptions,Mid-Market B2B SaaS Client,2864.95,60,PENDING_AUDIT
GL-10264,2026-10-24,EMEA Logistics Ltd,General & Admin,Gross Revenue,Enterprise Multi-Year License,Mid-Market B2B SaaS Client,41588.78,30,RECONCILED
GL-10265,2026-12-02,Sub-Sahara Telco PLC,General & Admin,Sales & Marketing,LinkedIn B2B Lead Generation,Meta Business,4103.22,60,RECONCILED
GL-10266,2026-03-28,Enterprise Cloud BV,Data Infrastructure,Direct COGS,Third-Party LLM API Credits,Amazon Web Services,3381.69,30,PENDING_AUDIT
GL-10267,2026-12-09,Group HQ (US),Engineering & R&D,Direct COGS,Third-Party LLM API Credits,Stripe Inc,873.82,30,RECONCILED
GL-10268,2026-09-16,EMEA Logistics Ltd,General & Admin,Gross Revenue,Professional Advisory Retainer,Fintech Payment Partner,21482.11,30,RECONCILED
GL-10269,2026-10-10,EMEA Logistics Ltd,Engineering & R&D,Gross Revenue,Professional Advisory Retainer,National Telecom Operator,18393.45,45,RECONCILED
GL-10270,2026-12-24,EMEA Logistics Ltd,Sales & Marketing,Gross Revenue,SaaS Platform Subscriptions,Mid-Market B2B SaaS Client,7921.8,60,RECONCILED
GL-10271,2026-07-01,Sub-Sahara Telco PLC,Customer Support,Gross Revenue,Enterprise Multi-Year License,Fintech Payment Partner,54550.15,60,RECONCILED
GL-10272,2026-12-17,Group HQ (US),Engineering & R&D,Gross Revenue,Enterprise Multi-Year License,Fintech Payment Partner,53689.1,30,RECONCILED
GL-10273,2026-12-26,Enterprise Cloud BV,Engineering & R&D,Direct COGS,Stripe Payment Processing,OpenAI Inc,5157.1,30,PENDING_AUDIT
GL-10274,2026-01-22,Enterprise Cloud BV,Sales & Marketing,General & Admin,Software Subscriptions (Slack/GitHub),Slack Technologies,1398.55,30,PENDING_AUDIT
GL-10275,2026-12-17,Sub-Sahara Telco PLC,Data Infrastructure,Payroll & Benefits,Engineering Salaries,Gusto Payroll,17180.81,45,RECONCILED
GL-10276,2026-04-17,Enterprise Cloud BV,Customer Support,General & Admin,Audit & Corporate Legal Retainers,PwC Audit Advisory,7639.58,60,RECONCILED
GL-10277,2026-07-19,Sub-Sahara Telco PLC,Customer Support,Sales & Marketing,Google Search & Ads Campaign,Google Ads,5506.34,45,RECONCILED
GL-10278,2026-08-12,Enterprise Cloud BV,Engineering & R&D,Direct COGS,Third-Party LLM API Credits,Cloudflare CDN,5829.06,45,RECONCILED
GL-10279,2026-05-20,EMEA Logistics Ltd,Customer Support,Gross Revenue,Professional Advisory Retainer,Fintech Payment Partner,15796.2,60,RECONCILED
GL-10280,2026-07-14,Group HQ (US),Data Infrastructure,Gross Revenue,SaaS Platform Subscriptions,Fortune 500 Enterprise Client,4345.86,30,RECONCILED
GL-10281,2026-11-21,Enterprise Cloud BV,Customer Support,Direct COGS,AWS Cloud Compute & S3,Amazon Web Services,1271.69,45,RECONCILED
GL-10282,2026-05-19,Group HQ (US),Sales & Marketing,Gross Revenue,Enterprise Multi-Year License,Fintech Payment Partner,53988.95,60,RECONCILED
GL-10283,2026-01-14,Group HQ (US),General & Admin,Payroll & Benefits,Contract Data Engineers,Remote.com Global,9977.89,30,RECONCILED
GL-10284,2026-07-18,Group HQ (US),Data Infrastructure,General & Admin,Office Facilities & Coworking,Slack Technologies,4584.42,60,RECONCILED
GL-10285,2026-03-13,Sub-Sahara Telco PLC,General & Admin,Gross Revenue,SaaS Platform Subscriptions,Fortune 500 Enterprise Client,6262.17,45,RECONCILED
GL-10286,2026-09-05,Group HQ (US),General & Admin,Gross Revenue,SaaS Platform Subscriptions,Fintech Payment Partner,15860.64,30,RECONCILED
GL-10287,2026-03-11,Sub-Sahara Telco PLC,Engineering & R&D,General & Admin,Audit & Corporate Legal Retainers,Slack Technologies,5798.9,45,RECONCILED
GL-10288,2026-08-09,Enterprise Cloud BV,General & Admin,Direct COGS,Third-Party LLM API Credits,Stripe Inc,3134.55,30,PENDING_AUDIT
GL-10289,2026-06-13,Sub-Sahara Telco PLC,Customer Support,General & Admin,Office Facilities & Coworking,Baker McKenzie LLP,4004.22,45,RECONCILED
GL-10290,2026-10-16,Enterprise Cloud BV,Data Infrastructure,General & Admin,Office Facilities & Coworking,Slack Technologies,2607.66,60,RECONCILED
GL-10291,2026-12-29,Enterprise Cloud BV,Customer Support,Sales & Marketing,Global SaaS Summit Booth,Google Ads,21379.31,45,RECONCILED
GL-10292,2026-03-13,Sub-Sahara Telco PLC,Sales & Marketing,Gross Revenue,SaaS Platform Subscriptions,Fintech Payment Partner,20254.23,30,RECONCILED
GL-10293,2026-11-03,EMEA Logistics Ltd,Data Infrastructure,Direct COGS,Third-Party LLM API Credits,Cloudflare CDN,3490.05,45,RECONCILED
GL-10294,2026-10-02,Group HQ (US),Engineering & R&D,Sales & Marketing,Global SaaS Summit Booth,HubSpot Marketing,8326.77,60,RECONCILED
GL-10295,2026-11-27,EMEA Logistics Ltd,General & Admin,General & Admin,Audit & Corporate Legal Retainers,WeWork Management,2105.48,45,RECONCILED
GL-10296,2026-09-23,Enterprise Cloud BV,Customer Support,Direct COGS,Stripe Payment Processing,Stripe Inc,3456.25,30,RECONCILED
GL-10297,2026-06-01,EMEA Logistics Ltd,Engineering & R&D,Gross Revenue,Professional Advisory Retainer,Mid-Market B2B SaaS Client,13708.22,45,RECONCILED
GL-10298,2026-04-16,EMEA Logistics Ltd,General & Admin,Direct COGS,Stripe Payment Processing,Cloudflare CDN,3255.6,45,RECONCILED
GL-10299,2026-12-30,Group HQ (US),Engineering & R&D,Sales & Marketing,Global SaaS Summit Booth,Google Ads,18542.79,30,PENDING_AUDIT
GL-10300,2026-05-05,Enterprise Cloud BV,Data Infrastructure,Gross Revenue,Professional Advisory Retainer,Fintech Payment Partner,28961.57,30,RECONCILED
GL-10301,2026-11-19,Enterprise Cloud BV,Sales & Marketing,Payroll & Benefits,Executive Compensation,Mercer Benefits,12671.42,60,PENDING_AUDIT
GL-10302,2026-08-19,EMEA Logistics Ltd,Customer Support,Gross Revenue,SaaS Platform Subscriptions,Mid-Market B2B SaaS Client,8762.76,60,RECONCILED
GL-10303,2026-02-02,Group HQ (US),Data Infrastructure,Gross Revenue,Enterprise Multi-Year License,Mid-Market B2B SaaS Client,47028.53,45,RECONCILED
GL-10304,2026-09-08,Sub-Sahara Telco PLC,Data Infrastructure,Direct COGS,Stripe Payment Processing,Amazon Web Services,3479.02,45,RECONCILED
GL-10305,2026-12-11,Sub-Sahara Telco PLC,Data Infrastructure,Payroll & Benefits,Contract Data Engineers,Gusto Payroll,5848.89,30,RECONCILED
GL-10306,2026-04-04,Sub-Sahara Telco PLC,Sales & Marketing,Direct COGS,Stripe Payment Processing,Stripe Inc,5226.01,45,RECONCILED
GL-10307,2026-11-22,Enterprise Cloud BV,Data Infrastructure,Gross Revenue,Enterprise Multi-Year License,Mid-Market B2B SaaS Client,28096.9,45,RECONCILED
GL-10308,2026-07-03,Group HQ (US),Customer Support,Gross Revenue,Enterprise Multi-Year License,Fintech Payment Partner,43639.4,45,RECONCILED
GL-10309,2026-08-16,EMEA Logistics Ltd,Sales & Marketing,Gross Revenue,SaaS Platform Subscriptions,Mid-Market B2B SaaS Client,9072.02,45,RECONCILED
GL-10310,2026-05-28,Enterprise Cloud BV,Customer Support,Payroll & Benefits,Executive Compensation,ADP TotalSource,25172.42,45,RECONCILED
GL-10311,2026-07-07,Group HQ (US),Customer Support,Direct COGS,Stripe Payment Processing,Amazon Web Services,6467.11,60,RECONCILED
GL-10312,2026-06-02,Group HQ (US),Customer Support,Gross Revenue,SaaS Platform Subscriptions,Fintech Payment Partner,21969.04,30,RECONCILED
GL-10313,2026-05-02,Enterprise Cloud BV,Data Infrastructure,Payroll & Benefits,Contract Data Engineers,Mercer Benefits,4744.86,30,RECONCILED
GL-10314,2026-04-16,Group HQ (US),Data Infrastructure,Direct COGS,Stripe Payment Processing,Stripe Inc,3292.13,60,RECONCILED
GL-10315,2026-10-21,Sub-Sahara Telco PLC,Data Infrastructure,General & Admin,Software Subscriptions (Slack/GitHub),WeWork Management,684.74,45,PENDING_AUDIT
GL-10316,2026-05-22,Enterprise Cloud BV,Sales & Marketing,Gross Revenue,Professional Advisory Retainer,National Telecom Operator,25712.05,60,RECONCILED
